tahun_pemilu,kecamatan,kelurahan,no_tps,id_record,jenis_kelamin,dpt,pengguna_hak_pilih,partisipasi_politik,dpt_total_tps,penduduk_total_kelurahan,rasio_dpt_terhadap_penduduk_kelurahan,persen_usia_17_24_kec,persen_usia_25_44_kec,persen_usia_45_plus_kec
2024,BANJARMASIN BARAT,TELAWANG,019,2024-BANJARMASIN BARAT-TELAWANG-019-JML,JML,204,169,82.84,204,"10,795",1.89,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,020,2024-BANJARMASIN BARAT-TELAWANG-020-JML,JML,279,214,76.70,279,"10,795",2.58,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,021,2024-BANJARMASIN BARAT-TELAWANG-021-JML,JML,190,141,74.21,190,"10,795",1.76,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,022,2024-BANJARMASIN BARAT-TELAWANG-022-JML,JML,193,149,77.20,193,"10,795",1.79,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,023,2024-BANJARMASIN BARAT-TELAWANG-023-JML,JML,270,211,78.15,270,"10,795",2.50,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,024,2024-BANJARMASIN BARAT-TELAWANG-024-JML,JML,138,103,74.64,138,"10,795",1.28,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,025,2024-BANJARMASIN BARAT-TELAWANG-025-JML,JML,131,101,77.10,131,"10,795",1.21,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,026,2024-BANJARMASIN BARAT-TELAWANG-026-JML,JML,281,195,69.40,281,"10,795",2.60,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,027,2024-BANJARMASIN BARAT-TELAWANG-027-JML,JML,120,100,83.33,120,"10,795",1.11,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,028,2024-BANJARMASIN BARAT-TELAWANG-028-JML,JML,112,118,105.36,112,"10,795",1.04,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,029,2024-BANJARMASIN BARAT-TELAWANG-029-JML,JML,204,150,73.53,204,"10,795",1.89,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,030,2024-BANJARMASIN BARAT-TELAWANG-030-JML,JML,150,130,86.67,150,"10,795",1.39,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,031,2024-BANJARMASIN BARAT-TELAWANG-031-JML,JML,220,164,74.55,220,"10,795",2.04,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,032,2024-BANJARMASIN BARAT-TELAWANG-032-JML,JML,210,162,77.14,210,"10,795",1.95,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,033,2024-BANJARMASIN BARAT-TELAWANG-033-JML,JML,279,187,67.03,279,"10,795",2.58,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,034,2024-BANJARMASIN BARAT-TELAWANG-034-JML,JML,226,144,63.72,226,"10,795",2.09,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,035,2024-BANJARMASIN BARAT-TELAWANG-035-JML,JML,291,225,77.32,291,"10,795",2.70,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELAWANG,036,2024-BANJARMASIN BARAT-TELAWANG-036-JML,JML,164,110,67.07,164,"10,795",1.52,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,001,2024-BANJARMASIN BARAT-TELUK TIRAM-001-JML,JML,212,214,100.94,212,"11,752",1.80,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,002,2024-BANJARMASIN BARAT-TELUK TIRAM-002-JML,JML,265,213,80.38,265,"11,752",2.25,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,003,2024-BANJARMASIN BARAT-TELUK TIRAM-003-JML,JML,245,207,84.49,245,"11,752",2.08,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,004,2024-BANJARMASIN BARAT-TELUK TIRAM-004-JML,JML,254,204,80.31,254,"11,752",2.16,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,005,2024-BANJARMASIN BARAT-TELUK TIRAM-005-JML,JML,223,174,78.03,223,"11,752",1.90,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,006,2024-BANJARMASIN BARAT-TELUK TIRAM-006-JML,JML,267,233,87.27,267,"11,752",2.27,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,007,2024-BANJARMASIN BARAT-TELUK TIRAM-007-JML,JML,295,235,79.66,295,"11,752",2.51,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,008,2024-BANJARMASIN BARAT-TELUK TIRAM-008-JML,JML,288,243,84.38,288,"11,752",2.45,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,009,2024-BANJARMASIN BARAT-TELUK TIRAM-009-JML,JML,145,100,68.97,145,"11,752",1.23,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,010,2024-BANJARMASIN BARAT-TELUK TIRAM-010-JML,JML,218,172,78.90,218,"11,752",1.86,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,011,2024-BANJARMASIN BARAT-TELUK TIRAM-011-JML,JML,226,161,71.24,226,"11,752",1.92,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,012,2024-BANJARMASIN BARAT-TELUK TIRAM-012-JML,JML,146,76,52.05,146,"11,752",1.24,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,013,2024-BANJARMASIN BARAT-TELUK TIRAM-013-JML,JML,232,192,82.76,232,"11,752",1.97,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,014,2024-BANJARMASIN BARAT-TELUK TIRAM-014-JML,JML,151,119,78.81,151,"11,752",1.28,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,015,2024-BANJARMASIN BARAT-TELUK TIRAM-015-JML,JML,189,133,70.37,189,"11,752",1.61,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,016,2024-BANJARMASIN BARAT-TELUK TIRAM-016-JML,JML,223,198,88.79,223,"11,752",1.90,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,017,2024-BANJARMASIN BARAT-TELUK TIRAM-017-JML,JML,259,211,81.47,259,"11,752",2.20,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,018,2024-BANJARMASIN BARAT-TELUK TIRAM-018-JML,JML,282,236,83.69,282,"11,752",2.40,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,019,2024-BANJARMASIN BARAT-TELUK TIRAM-019-JML,JML,221,166,75.11,221,"11,752",1.88,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,020,2024-BANJARMASIN BARAT-TELUK TIRAM-020-JML,JML,280,228,81.43,280,"11,752",2.38,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,021,2024-BANJARMASIN BARAT-TELUK TIRAM-021-JML,JML,202,161,79.70,202,"11,752",1.72,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,022,2024-BANJARMASIN BARAT-TELUK TIRAM-022-JML,JML,218,187,85.78,218,"11,752",1.86,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,023,2024-BANJARMASIN BARAT-TELUK TIRAM-023-JML,JML,242,180,74.38,242,"11,752",2.06,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,024,2024-BANJARMASIN BARAT-TELUK TIRAM-024-JML,JML,275,186,67.64,275,"11,752",2.34,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,025,2024-BANJARMASIN BARAT-TELUK TIRAM-025-JML,JML,286,232,81.12,286,"11,752",2.43,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,026,2024-BANJARMASIN BARAT-TELUK TIRAM-026-JML,JML,267,198,74.16,267,"11,752",2.27,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,027,2024-BANJARMASIN BARAT-TELUK TIRAM-027-JML,JML,236,169,71.61,236,"11,752",2.01,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,028,2024-BANJARMASIN BARAT-TELUK TIRAM-028-JML,JML,267,204,76.40,267,"11,752",2.27,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,029,2024-BANJARMASIN BARAT-TELUK TIRAM-029-JML,JML,157,134,85.35,157,"11,752",1.34,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,030,2024-BANJARMASIN BARAT-TELUK TIRAM-030-JML,JML,250,192,76.80,250,"11,752",2.13,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,031,2024-BANJARMASIN BARAT-TELUK TIRAM-031-JML,JML,205,161,78.54,205,"11,752",1.74,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,032,2024-BANJARMASIN BARAT-TELUK TIRAM-032-JML,JML,236,189,80.08,236,"11,752",2.01,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,033,2024-BANJARMASIN BARAT-TELUK TIRAM-033-JML,JML,233,169,72.53,233,"11,752",1.98,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,034,2024-BANJARMASIN BARAT-TELUK TIRAM-034-JML,JML,288,237,82.29,288,"11,752",2.45,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,035,2024-BANJARMASIN BARAT-TELUK TIRAM-035-JML,JML,179,143,79.89,179,"11,752",1.52,13.61,29.77,32.22
2024,BANJARMASIN BARAT,TELUK TIRAM,036,2024-BANJARMASIN BARAT-TELUK TIRAM-036-JML,JML,184,127,69.02,184,"11,752",1.57,13.61,29.77,32.22
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,001,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-001-JML,JML,270,179,66.30,270,"17,243",1.57,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,002,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-002-JML,JML,255,196,76.86,255,"17,243",1.48,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,003,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-003-JML,JML,293,219,74.74,293,"17,243",1.70,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,004,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-004-JML,JML,278,194,69.78,278,"17,243",1.61,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,005,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-005-JML,JML,295,226,76.61,295,"17,243",1.71,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,006,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-006-JML,JML,284,219,77.11,284,"17,243",1.65,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,007,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-007-JML,JML,290,213,73.45,290,"17,243",1.68,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,008,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-008-JML,JML,299,246,82.27,299,"17,243",1.73,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,009,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-009-JML,JML,246,198,80.49,246,"17,243",1.43,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,010,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-010-JML,JML,300,237,79.00,300,"17,243",1.74,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,011,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-011-JML,JML,291,225,77.32,291,"17,243",1.69,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,012,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-012-JML,JML,300,227,75.67,300,"17,243",1.74,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,013,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-013-JML,JML,291,233,80.07,291,"17,243",1.69,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,014,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-014-JML,JML,99,66,66.67,99,"17,243",0.57,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,015,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-015-JML,JML,236,203,86.02,236,"17,243",1.37,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,031,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-031-JML,JML,220,166,75.45,220,"17,243",1.28,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,032,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-032-JML,JML,218,172,78.90,218,"17,243",1.26,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,033,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-033-JML,JML,241,175,72.61,241,"17,243",1.40,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,034,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-034-JML,JML,283,211,74.56,283,"17,243",1.64,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,035,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-035-JML,JML,290,226,77.93,290,"17,243",1.68,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,036,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-036-JML,JML,200,161,80.50,200,"17,243",1.16,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,037,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-037-JML,JML,215,171,79.53,215,"17,243",1.25,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,038,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-038-JML,JML,251,202,80.48,251,"17,243",1.46,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,039,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-039-JML,JML,266,184,69.17,266,"17,243",1.54,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,040,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-040-JML,JML,209,164,78.47,209,"17,243",1.21,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,041,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-041-JML,JML,281,224,79.72,281,"17,243",1.63,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,042,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-042-JML,JML,250,181,72.40,250,"17,243",1.45,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,043,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-043-JML,JML,281,210,74.73,281,"17,243",1.63,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,044,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-044-JML,JML,290,262,90.34,290,"17,243",1.68,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,BASIRIH SELATAN,045,2024-BANJARMASIN SELATAN-BASIRIH SELATAN-045-JML,JML,287,201,70.03,287,"17,243",1.66,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,001,2024-BANJARMASIN SELATAN-KELAYAN BARAT-001-JML,JML,294,244,82.99,294,"6,253",4.70,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,002,2024-BANJARMASIN SELATAN-KELAYAN BARAT-002-JML,JML,293,196,66.89,293,"6,253",4.69,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,003,2024-BANJARMASIN SELATAN-KELAYAN BARAT-003-JML,JML,295,220,74.58,295,"6,253",4.72,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,004,2024-BANJARMASIN SELATAN-KELAYAN BARAT-004-JML,JML,291,206,70.79,291,"6,253",4.65,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,005,2024-BANJARMASIN SELATAN-KELAYAN BARAT-005-JML,JML,214,129,60.28,214,"6,253",3.42,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,006,2024-BANJARMASIN SELATAN-KELAYAN BARAT-006-JML,JML,275,217,78.91,275,"6,253",4.40,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,007,2024-BANJARMASIN SELATAN-KELAYAN BARAT-007-JML,JML,293,226,77.13,293,"6,253",4.69,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,008,2024-BANJARMASIN SELATAN-KELAYAN BARAT-008-JML,JML,300,245,81.67,300,"6,253",4.80,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,009,2024-BANJARMASIN SELATAN-KELAYAN BARAT-009-JML,JML,284,233,82.04,284,"6,253",4.54,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,010,2024-BANJARMASIN SELATAN-KELAYAN BARAT-010-JML,JML,286,241,84.27,286,"6,253",4.57,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,011,2024-BANJARMASIN SELATAN-KELAYAN BARAT-011-JML,JML,269,189,70.26,269,"6,253",4.30,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,012,2024-BANJARMASIN SELATAN-KELAYAN BARAT-012-JML,JML,252,186,73.81,252,"6,253",4.03,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,013,2024-BANJARMASIN SELATAN-KELAYAN BARAT-013-JML,JML,205,156,76.10,205,"6,253",3.28,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,014,2024-BANJARMASIN SELATAN-KELAYAN BARAT-014-JML,JML,248,192,77.42,248,"6,253",3.97,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,015,2024-BANJARMASIN SELATAN-KELAYAN BARAT-015-JML,JML,242,208,85.95,242,"6,253",3.87,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,016,2024-BANJARMASIN SELATAN-KELAYAN BARAT-016-JML,JML,277,169,61.01,277,"6,253",4.43,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN BARAT,017,2024-BANJARMASIN SELATAN-KELAYAN BARAT-017-JML,JML,269,181,67.29,269,"6,253",4.30,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,001,2024-BANJARMASIN SELATAN-KELAYAN DALAM-001-JML,JML,256,208,81.25,256,"11,694",2.19,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,002,2024-BANJARMASIN SELATAN-KELAYAN DALAM-002-JML,JML,202,156,77.23,202,"11,694",1.73,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,003,2024-BANJARMASIN SELATAN-KELAYAN DALAM-003-JML,JML,259,224,86.49,259,"11,694",2.21,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,004,2024-BANJARMASIN SELATAN-KELAYAN DALAM-004-JML,JML,290,225,77.59,290,"11,694",2.48,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,005,2024-BANJARMASIN SELATAN-KELAYAN DALAM-005-JML,JML,294,233,79.25,294,"11,694",2.51,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,006,2024-BANJARMASIN SELATAN-KELAYAN DALAM-006-JML,JML,234,204,87.18,234,"11,694",2.00,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,007,2024-BANJARMASIN SELATAN-KELAYAN DALAM-007-JML,JML,285,218,76.49,285,"11,694",2.44,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,008,2024-BANJARMASIN SELATAN-KELAYAN DALAM-008-JML,JML,191,140,73.30,191,"11,694",1.63,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,009,2024-BANJARMASIN SELATAN-KELAYAN DALAM-009-JML,JML,291,243,83.51,291,"11,694",2.49,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,010,2024-BANJARMASIN SELATAN-KELAYAN DALAM-010-JML,JML,268,211,78.73,268,"11,694",2.29,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,011,2024-BANJARMASIN SELATAN-KELAYAN DALAM-011-JML,JML,217,171,78.80,217,"11,694",1.86,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,012,2024-BANJARMASIN SELATAN-KELAYAN DALAM-012-JML,JML,207,163,78.74,207,"11,694",1.77,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,013,2024-BANJARMASIN SELATAN-KELAYAN DALAM-013-JML,JML,221,187,84.62,221,"11,694",1.89,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,014,2024-BANJARMASIN SELATAN-KELAYAN DALAM-014-JML,JML,236,149,63.14,236,"11,694",2.02,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,015,2024-BANJARMASIN SELATAN-KELAYAN DALAM-015-JML,JML,244,197,80.74,244,"11,694",2.09,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,016,2024-BANJARMASIN SELATAN-KELAYAN DALAM-016-JML,JML,277,228,82.31,277,"11,694",2.37,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,017,2024-BANJARMASIN SELATAN-KELAYAN DALAM-017-JML,JML,275,230,83.64,275,"11,694",2.35,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,018,2024-BANJARMASIN SELATAN-KELAYAN DALAM-018-JML,JML,206,168,81.55,206,"11,694",1.76,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,019,2024-BANJARMASIN SELATAN-KELAYAN DALAM-019-JML,JML,280,216,77.14,280,"11,694",2.39,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,020,2024-BANJARMASIN SELATAN-KELAYAN DALAM-020-JML,JML,261,197,75.48,261,"11,694",2.23,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,021,2024-BANJARMASIN SELATAN-KELAYAN DALAM-021-JML,JML,293,212,72.35,293,"11,694",2.51,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,022,2024-BANJARMASIN SELATAN-KELAYAN DALAM-022-JML,JML,287,206,71.78,287,"11,694",2.45,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,023,2024-BANJARMASIN SELATAN-KELAYAN DALAM-023-JML,JML,247,198,80.16,247,"11,694",2.11,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,024,2024-BANJARMASIN SELATAN-KELAYAN DALAM-024-JML,JML,208,140,67.31,208,"11,694",1.78,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,025,2024-BANJARMASIN SELATAN-KELAYAN DALAM-025-JML,JML,251,184,73.31,251,"11,694",2.15,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,026,2024-BANJARMASIN SELATAN-KELAYAN DALAM-026-JML,JML,208,156,75.00,208,"11,694",1.78,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,027,2024-BANJARMASIN SELATAN-KELAYAN DALAM-027-JML,JML,233,206,88.41,233,"11,694",1.99,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,028,2024-BANJARMASIN SELATAN-KELAYAN DALAM-028-JML,JML,205,133,64.88,205,"11,694",1.75,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,029,2024-BANJARMASIN SELATAN-KELAYAN DALAM-029-JML,JML,251,206,82.07,251,"11,694",2.15,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,030,2024-BANJARMASIN SELATAN-KELAYAN DALAM-030-JML,JML,236,147,62.29,236,"11,694",2.02,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN DALAM,031,2024-BANJARMASIN SELATAN-KELAYAN DALAM-031-JML,JML,192,142,73.96,192,"11,694",1.64,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,001,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-001-JML,JML,276,228,82.61,276,"13,983",1.97,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,002,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-002-JML,JML,251,208,82.87,251,"13,983",1.80,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,003,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-003-JML,JML,277,189,68.23,277,"13,983",1.98,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,004,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-004-JML,JML,282,192,68.09,282,"13,983",2.02,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,005,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-005-JML,JML,270,169,62.59,270,"13,983",1.93,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,006,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-006-JML,JML,278,212,76.26,278,"13,983",1.99,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,007,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-007-JML,JML,281,179,63.70,281,"13,983",2.01,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,008,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-008-JML,JML,263,207,78.71,263,"13,983",1.88,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,009,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-009-JML,JML,286,205,71.68,286,"13,983",2.05,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,010,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-010-JML,JML,287,226,78.75,287,"13,983",2.05,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,011,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-011-JML,JML,255,206,80.78,255,"13,983",1.82,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,012,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-012-JML,JML,260,225,86.54,260,"13,983",1.86,13.72,30.66,29.40
2024,BANJARMASIN SELATAN,KELAYAN SELATAN,013,2024-BANJARMASIN SELATAN-KELAYAN SELATAN-013-JML,JML,211,145,68.72,211,"13,983",1.51,13.72,30.66,29.40
