tahun_pemilu,kecamatan,kelurahan,no_tps,id_record,dpt,pengguna_hak_pilih,partisipasi_politik,dpt_total_tps,penduduk_total_kelurahan,penduduk_total_kecamatan,rasio_dpt_terhadap_penduduk_kelurahan,pendapatan_per_kapita,tingkat_pengangguran,kepadatan_penduduk,ipm,jumlah_usia_17_24_kec,jumlah_usia_25_44_kec,jumlah_usia_45_plus_kec,persen_usia_17_24_kec,persen_usia_25_44_kec,persen_usia_45_plus_kec
2019,BANJARMASIN BARAT,BASIRIH,62,2019-BANJARMASIN BARAT-BASIRIH-062,260,190,73.19,260,22764,137895,1.14,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BASIRIH,63,2019-BANJARMASIN BARAT-BASIRIH-063,282,202,71.74,282,22764,137895,1.24,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BASIRIH,64,2019-BANJARMASIN BARAT-BASIRIH-064,256,209,81.83,256,22764,137895,1.12,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,1,2019-BANJARMASIN BARAT-BELITUNG SELATAN-001,237,155,65.54,237,14779,137895,1.6,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,2,2019-BANJARMASIN BARAT-BELITUNG SELATAN-002,227,159,69.95,227,14779,137895,1.54,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,3,2019-BANJARMASIN BARAT-BELITUNG SELATAN-003,288,223,77.44,288,14779,137895,1.95,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,4,2019-BANJARMASIN BARAT-BELITUNG SELATAN-004,218,155,71.19,218,14779,137895,1.48,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,5,2019-BANJARMASIN BARAT-BELITUNG SELATAN-005,205,160,77.94,205,14779,137895,1.39,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,6,2019-BANJARMASIN BARAT-BELITUNG SELATAN-006,253,198,78.11,253,14779,137895,1.71,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,7,2019-BANJARMASIN BARAT-BELITUNG SELATAN-007,216,152,70.5,216,14779,137895,1.46,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,8,2019-BANJARMASIN BARAT-BELITUNG SELATAN-008,276,227,82.09,276,14779,137895,1.87,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,9,2019-BANJARMASIN BARAT-BELITUNG SELATAN-009,261,192,73.66,261,14779,137895,1.77,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,10,2019-BANJARMASIN BARAT-BELITUNG SELATAN-010,193,168,87.21,193,14779,137895,1.31,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,11,2019-BANJARMASIN BARAT-BELITUNG SELATAN-011,281,221,78.77,281,14779,137895,1.9,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,12,2019-BANJARMASIN BARAT-BELITUNG SELATAN-012,197,144,73.16,197,14779,137895,1.33,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,13,2019-BANJARMASIN BARAT-BELITUNG SELATAN-013,248,143,57.6,248,14779,137895,1.68,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,14,2019-BANJARMASIN BARAT-BELITUNG SELATAN-014,258,202,78.45,258,14779,137895,1.75,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,15,2019-BANJARMASIN BARAT-BELITUNG SELATAN-015,269,208,77.28,269,14779,137895,1.82,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,16,2019-BANJARMASIN BARAT-BELITUNG SELATAN-016,160,143,89.25,160,14779,137895,1.08,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,17,2019-BANJARMASIN BARAT-BELITUNG SELATAN-017,260,189,72.81,260,14779,137895,1.76,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,18,2019-BANJARMASIN BARAT-BELITUNG SELATAN-018,188,141,74.76,188,14779,137895,1.27,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,19,2019-BANJARMASIN BARAT-BELITUNG SELATAN-019,192,138,72.06,192,14779,137895,1.3,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,20,2019-BANJARMASIN BARAT-BELITUNG SELATAN-020,238,178,74.91,238,14779,137895,1.61,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,21,2019-BANJARMASIN BARAT-BELITUNG SELATAN-021,179,149,83.21,179,14779,137895,1.21,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,22,2019-BANJARMASIN BARAT-BELITUNG SELATAN-022,282,217,77.06,282,14779,137895,1.91,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,23,2019-BANJARMASIN BARAT-BELITUNG SELATAN-023,174,137,78.83,174,14779,137895,1.18,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,24,2019-BANJARMASIN BARAT-BELITUNG SELATAN-024,183,137,74.73,183,14779,137895,1.24,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,25,2019-BANJARMASIN BARAT-BELITUNG SELATAN-025,280,206,73.71,280,14779,137895,1.89,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,26,2019-BANJARMASIN BARAT-BELITUNG SELATAN-026,248,170,68.48,248,14779,137895,1.68,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,27,2019-BANJARMASIN BARAT-BELITUNG SELATAN-027,250,184,73.5,250,14779,137895,1.69,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,28,2019-BANJARMASIN BARAT-BELITUNG SELATAN-028,236,163,69.23,236,14779,137895,1.6,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,29,2019-BANJARMASIN BARAT-BELITUNG SELATAN-029,154,115,74.72,154,14779,137895,1.04,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,30,2019-BANJARMASIN BARAT-BELITUNG SELATAN-030,276,191,69.05,276,14779,137895,1.87,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,31,2019-BANJARMASIN BARAT-BELITUNG SELATAN-031,142,127,89.16,142,14779,137895,0.96,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,32,2019-BANJARMASIN BARAT-BELITUNG SELATAN-032,218,158,72.56,218,14779,137895,1.48,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,33,2019-BANJARMASIN BARAT-BELITUNG SELATAN-033,236,182,77.28,236,14779,137895,1.6,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,34,2019-BANJARMASIN BARAT-BELITUNG SELATAN-034,265,184,69.46,265,14779,137895,1.79,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,35,2019-BANJARMASIN BARAT-BELITUNG SELATAN-035,225,174,77.28,225,14779,137895,1.52,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,36,2019-BANJARMASIN BARAT-BELITUNG SELATAN-036,237,176,74.4,237,14779,137895,1.6,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,37,2019-BANJARMASIN BARAT-BELITUNG SELATAN-037,165,131,79.14,165,14779,137895,1.12,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,38,2019-BANJARMASIN BARAT-BELITUNG SELATAN-038,245,173,70.6,245,14779,137895,1.66,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,39,2019-BANJARMASIN BARAT-BELITUNG SELATAN-039,286,192,67.18,286,14779,137895,1.94,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,40,2019-BANJARMASIN BARAT-BELITUNG SELATAN-040,144,138,95.5,144,14779,137895,0.97,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,41,2019-BANJARMASIN BARAT-BELITUNG SELATAN-041,208,176,84.44,208,14779,137895,1.41,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,42,2019-BANJARMASIN BARAT-BELITUNG SELATAN-042,206,144,69.77,206,14779,137895,1.39,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,43,2019-BANJARMASIN BARAT-BELITUNG SELATAN-043,244,188,77.06,244,14779,137895,1.65,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,44,2019-BANJARMASIN BARAT-BELITUNG SELATAN-044,244,172,70.5,244,14779,137895,1.65,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,45,2019-BANJARMASIN BARAT-BELITUNG SELATAN-045,164,157,95.5,164,14779,137895,1.11,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,46,2019-BANJARMASIN BARAT-BELITUNG SELATAN-046,297,218,73.28,297,14779,137895,2.01,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG SELATAN,47,2019-BANJARMASIN BARAT-BELITUNG SELATAN-047,197,191,97.02,197,14779,137895,1.33,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,1,2019-BANJARMASIN BARAT-BELITUNG UTARA-001,218,209,95.96,218,7485,137895,2.91,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,2,2019-BANJARMASIN BARAT-BELITUNG UTARA-002,203,158,77.77,203,7485,137895,2.71,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,3,2019-BANJARMASIN BARAT-BELITUNG UTARA-003,241,194,80.56,241,7485,137895,3.22,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,4,2019-BANJARMASIN BARAT-BELITUNG UTARA-004,266,184,69.18,266,7485,137895,3.55,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,5,2019-BANJARMASIN BARAT-BELITUNG UTARA-005,270,197,72.91,270,7485,137895,3.61,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,6,2019-BANJARMASIN BARAT-BELITUNG UTARA-006,159,100,62.8,159,7485,137895,2.12,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,7,2019-BANJARMASIN BARAT-BELITUNG UTARA-007,164,114,69.28,164,7485,137895,2.19,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,8,2019-BANJARMASIN BARAT-BELITUNG UTARA-008,252,181,71.69,252,7485,137895,3.37,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,9,2019-BANJARMASIN BARAT-BELITUNG UTARA-009,205,158,76.96,205,7485,137895,2.74,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
2019,BANJARMASIN BARAT,BELITUNG UTARA,10,2019-BANJARMASIN BARAT-BELITUNG UTARA-010,281,201,71.66,281,7485,137895,3.75,66989407,6.56,10550.43,80.53,18768,41051,44430,13.61,29.77,32.22
